29.09	4+ 5
16.97	4+
6.67	4+ 4+
6.06	4+ 3
4.85	4+ 7
4.24	4+ 2+
3.03	4+ 1+
3.03	4+ 2
2.42	4+ 3+
2.42	4+ 4
2.42	4+ 6
2.42	4+ 5+
1.82	4+ 7 4+ 7
1.82	4+ 1+ 4+ 1+
1.82	4+ 1
1.21	4+ 4+ 4 4
1.21	4+ 6 1+
1.21	4+ 6+
0.61	4+ 3 1
0.61	4+ 5 5
0.61	4+ 7+
0.61	4+ 4+ 6+ 2
0.61	4+ 2 7
0.61	4+ 6+ 4+ 6+
0.61	4+ 3 6+
0.61	4+ 2+ 7
0.61	4+ 3 7-
0.61	4+ 7-
0.61	4+ 7 2
0.61	4+ 6+ 4 6
